"";"BD";"fiche_n";"id_sortie";"id_obs";"date";"a";"m";"j";"Saisie";"etat_mer";"temp";"force_v";"direct_v";"direct_h";"neb";"phase_lune";"y_lat_DD";"x_lon_DD";"mod_peche";"prof_m_moyen";"nb_pecheur";"h_debut";"heure_enq";"h_fin";"Temps_peche_effectif";"choix_site";"fonds_rech";"esp_cib";"mort_app";"mort_esp";"viv_app";"viv_esp";"autre_app";"procu_app";"tech_util";"nom_scien";"nb_ind";"tail_cm";"poids_g";"poids_sor";"photos";"CPUE";"CPUE total";"obs";"y_lat";"y_degre";"y_min_dec";"lat";"x_lon";"x_degre";"x_min_dec";"long";"temps_peche_estime";"res_tour";"infraction";"infraction_nb";"zone_peche";"commune";"mode_de_pêche";"zone_geographique"
"480";"Stareso";14;NA;NA;2023-06-29;"2023";"06";"29";"NC";0;25;"0";"NO";"NO";"0-10%";NA;42,67989;9,29934;"pdb";3;1;20:30:00;22:40:00;23:30:00;03:00:00;NA;NA;"loup";"pss";"sparaillon";NA;NA;NA;NA;"plombé";"0";0;0;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NA";"Oletta (2B)";"PDB";"59"
"481";"Stareso";15;NA;NA;2023-07-05;"2023";"07";"05";"NC";2;27;"0";"E";"SO";"0-10%";NA;42,68041;9,29758;"pdb";5;1;21:00:00;22:10:00;23:00:00;02:00:00;NA;NA;"loup, becune, tassergal";NA;NA;NA;NA;NA;NA;"surfcasting ; a soutenir du bord ; leurre de surface";"0";0;0;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"dans le port";"Bastia (2B)";"PDB";"4 ; 6 ; 7 ; 8 ; 59"
"482";"Stareso";17;NA;NA;2023-07-05;"2023";"07";"05";"NC";2;27;"0";"E";"SO";"0-10%";NA;42,68041;9,29758;"pdb";5;1;19:30:00;22:25:00;23:00:00;03:30:00;NA;NA;"dorade";"cru";"crevette";NA;NA;NA;NA;"au flotteur ; surfcasting ; leurre de surface";"Oblada melanura";10;28;NA;NA;"IMG_7498.jpeg";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"dans le port";"Cap Corse (2B)";"PDB";"1 ; 59"
"483";"Stareso";17;NA;NA;2023-07-05;"2023";"07";"05";"NC";2;27;"0";"E";"SO";"0-10%";NA;42,68041;9,29758;"pdb";5;1;19:30:00;22:25:00;23:00:00;03:30:00;NA;NA;"dorade";"cru";"crevette";NA;NA;NA;NA;"au flotteur ; surfcasting ; leurre de surface";"Diplodus sargus";3;13;NA;NA;"IMG_7498.jpeg";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"dans le port";"Cap Corse (2B)";"PDB";"1 ; 59"
"484";"Stareso";18;NA;NA;2023-07-06;"2023";"07";"06";"NC";2;25;"0";"NO";"O";"0-10%";NA;42,6743;9,29234;"csm";10;1;07:00:00;08:50:00;09:00:00;02:00:00;NA;NA;"mulet ; dorade";NA;NA;NA;NA;NA;NA;"indienne ; chasse a trou ; agachon";"0";0;0;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"côte sableuse";"Finistère (29)";"CSM";"59"
"485";"Stareso";19;NA;NA;2023-07-06;"2023";"07";"06";"NC";2;27;"0";"NO";"O";"0-10%";NA;42,67447;9,29364;"csm";8;1;06:15:00;09:10:00;09:00:00;02:45:00;NA;NA;"loup ; dorade ; denti";NA;NA;NA;NA;NA;NA;"indienne ; agachon";"0";0;0;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"jetée";"Bastia (2B)";"PDB ; CSM ; PO";"6 ; 7 ; 59"
"486";"Stareso";20;NA;NA;2023-07-06;"2023";"07";"06";"NC";2;27;"0";"NO";"O";"0-10%";NA;NA;NA;"pe";20;1;11:00:00;18:00:00;17:30:00;06:30:00;NA;NA;"loup ; dorade ; liche";NA;NA;NA;NA;NA;NA;"kayak ; a soutenir du bord ; leurre de surface ; rocfishing ; shore jigging";"Serranus scriba";4;15;NA;NA;"non";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"débarquement";"Rotali (2B)";"PDB ; PE";"9 ; 59"
"487";"Stareso";21;NA;NA;2023-07-06;"2023";"07";"06";"NC";2;23;"0";"NO";"SO";"0-10%";NA;42,68029;9,29716;"pdb";5;1;22:30:00;22:40:00;00:30:00;02:00:00;NA;NA;"loup ; dorade ; sar";"cru";"crevette";NA;NA;NA;NA;"à soutenir du bord";"0";0;0;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"jetée";"Marseille (13)";"PDB ; CSM";"59"
"488";"Stareso";22;NA;NA;2023-07-06;"2023";"07";"06";"NC";2;23;"0";"NO";"SO";"0-10%";NA;42,68029;9,29716;"pdb";5;1;22:30:00;22:40:00;01:00:00;02:30:00;NA;NA;"loup ; dorade ; sar";"cru";"crevette";NA;NA;NA;NA;"à soutenir du bord";"0";0;0;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"jetée";"Marseille (13)";"PDB ; CSM";"59"
"489";"Stareso";23;NA;NA;2023-07-06;"2023";"07";"06";"NC";2;23;"0";"NO";"SO";"0-10%";NA;42,68038;9,29741;"pdb";5;1;21:50:00;22:50:00;23:30:00;01:40:00;NA;NA;"loup, becune, tassergal";NA;NA;NA;NA;NA;NA;"shad ; shore jigging";"0";0;0;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"dans le port";"St-florent (2B)";"PDB ; PE";"59"
"490";"Stareso";24;NA;NA;2023-07-06;"2023";"07";"06";"NC";2;23;"0";"NO";"SO";"0-10%";NA;42,68006;9,29919;"pdb";5;1;20:30:00;23:10:00;23:00:00;02:30:00;NA;NA;"loup";"pss";"sparaillon";NA;NA;NA;NA;"pêche à la calée";"0";0;0;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"dans le port";"Oletta (2B)";"PDB";"59"
"491";"Stareso";25;NA;NA;2023-07-07;"2023";"07";"07";"NC";2;24;"1";"E";"NO";"0-10%";NA;42,96641;9,34966;"pdb";8;1;07:30:00;09:05:00;09:30:00;02:00:00;NA;NA;"oblade ; sar ; dorade";NA;NA;NA;NA;NA;NA;"pêche à la calée ; a soutenir du bord ; leurre de surface";"Oblada melanura";3;20;NA;NA;"non";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"dans le port";"Italie";"PDB";"2"
"492";"Stareso";26;NA;NA;2023-07-07;"2023";"07";"07";"NC";4;NA;"4";"E";"NO";"0-10%";NA;42,96591;9,34998;"pe";NA;2;06:00:00;09:40:00;09:45:00;03:45:00;NA;NA;"pagre ; dorade";"cru ; mll";"crevette ; calamar";NA;NA;NA;NA;"palangre ; palangrotte ; traine ; turlutte ; madaï";"Pagrus pagrus";1;NA;NA;NA;"non";NA;NA;"fils coupé en mer";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"débarquement";"Morsigliani (2B)";"PE";"2 ; 3 ; 4"
"493";"Stareso";27;NA;NA;2023-07-27;"2023";"07";"27";"NC";2;28;"1";"SE";"S";"0-10%";NA;42,71265;9,45519;"pdb";2;1;07:00:00;09:00:00;09:30:00;02:30:00;NA;NA;"NA";NA;NA;NA;NA;"pain au lait";NA;"à soutenir du bord";"Oblada melanura";3;20;NA;NA;"IMG_8055.jpeg";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"côte rocheuse";NA;"PDB";"9"
"494";"Stareso";27;NA;NA;2023-07-27;"2023";"07";"27";"NC";2;28;"1";"SE";"S";"0-10%";NA;42,71265;9,45519;"pdb";2;1;07:00:00;09:00:00;09:30:00;02:30:00;NA;NA;"NA";NA;NA;NA;NA;"pain au lait";NA;"à soutenir du bord";"Oblada melanura";3;15;NA;NA;"IMG_8055.jpeg";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"côte rocheuse";NA;"PDB";"9"
"495";"Stareso";28;NA;NA;2023-07-27;"2023";"07";"27";"NC";2;28;"2";"SE";"S";"0-10%";NA;42,77438;9,47691;"pe";70;2;06:30:00;10:00:00;09:30:00;03:00:00;NA;NA;"tout";"pss";"sar ; girelle";NA;NA;NA;NA;"palangrotte ; canne";"0";0;0;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"débarquement";NA;"PE";"7 ; 8 ; 9"
"496";"Stareso";29;NA;NA;2023-07-27;"2023";"07";"27";"NC";1;28;"2";"SE";"S";"0-10%";NA;42,77628;9,47757;"pdb";5;1;10:00:00;10:15:00;11:00:00;01:00:00;NA;NA;"pageot";"mll";"calamar";NA;NA;NA;NA;"à soutenir du bord ; shore jigging";"0";0;0;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"côte rocheuse";NA;"PDB";"6 ; 9"
"497";"Stareso";30;NA;NA;2023-07-31;"2023";"07";"31";"NC";0;31;"0";"NE";"NO";"0-10%";NA;42,759;9,47473;"csm";15;1;07:30:00;10:15:00;11:00:00;03:30:00;NA;NA;"loup ; dorade ; denti";NA;NA;NA;NA;NA;NA;"indienne ; chasse a trou ; agachon";"0";0;0;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"en mer";NA;"PE ; CSM";"8"
"498";"Stareso";31;NA;NA;2023-07-31;"2023";"07";"31";"NC";0;31;"0";"E";"N";"0-10%";NA;42,78744;9,48689;"pe";15;2;07:00:00;10:45:00;10:45:00;03:45:00;NA;NA;"roche";NA;NA;"vers";"Dure vert ; dure rouge";NA;NA;"palangre ; traine de surface";"Boops boops";1;18;NA;NA;"IMG_8108.jpeg";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"en mer";NA;"PE";"7"
"499";"Stareso";31;NA;NA;2023-07-31;"2023";"07";"31";"NC";0;31;"0";"E";"N";"0-10%";NA;42,78744;9,48689;"pe";15;2;07:00:00;10:45:00;10:45:00;03:45:00;NA;NA;"roche";NA;NA;"vers";"Dure vert ; dure rouge";NA;NA;"palangre ; traine de surface";"Coris julis";10;13;NA;NA;"IMG_8105.jpeg";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"en mer";NA;"PE";"7"
"500";"Stareso";31;NA;NA;2023-07-31;"2023";"07";"31";"NC";0;31;"0";"E";"N";"0-10%";NA;42,78744;9,48689;"pe";15;2;07:00:00;10:45:00;10:45:00;03:45:00;NA;NA;"roche";NA;NA;"vers";"Dure vert ; dure rouge";NA;NA;"palangre ; traine de surface";"Serranus cabrilla";3;15;NA;NA;"IMG_8105.jpeg";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"en mer";NA;"PE";"7"
"501";"Stareso";31;NA;NA;2023-07-31;"2023";"07";"31";"NC";0;31;"0";"E";"N";"0-10%";NA;42,78744;9,48689;"pe";15;2;07:00:00;10:45:00;10:45:00;03:45:00;NA;NA;"roche";NA;NA;"vers";"Dure vert ; dure rouge";NA;NA;"palangre ; traine de surface";"Diplodus annularis";2;10;NA;NA;"IMG_8105.jpeg";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"en mer";NA;"PE";"7"
"502";"Stareso";31;NA;NA;2023-07-31;"2023";"07";"31";"NC";0;31;"0";"E";"N";"0-10%";NA;42,78744;9,48689;"pe";15;2;07:00:00;10:45:00;10:45:00;03:45:00;NA;NA;"roche";NA;NA;"vers";"Dure vert ; dure rouge";NA;NA;"palangre ; traine de surface";"Diplodus sargus";2;18;NA;NA;"IMG_8105.jpeg";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"en mer";NA;"PE";"7"
"503";"Stareso";31;NA;NA;2023-07-31;"2023";"07";"31";"NC";0;31;"0";"E";"N";"0-10%";NA;42,78744;9,48689;"pe";15;2;07:00:00;10:45:00;10:45:00;03:45:00;NA;NA;"roche";NA;NA;"vers";"Dure vert ; dure rouge";NA;NA;"palangre ; traine de surface";"Spondyliosoma cantharus";1;16;NA;NA;"IMG_8105.jpeg";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"en mer";NA;"PE";"7"
"504";"Stareso";32;NA;NA;2023-07-31;"2023";"07";"31";"NC";0;31;"0";"SO";"S";"0-10%";NA;42,84869;9,48563;"pe";20;2;06:00:00;11:10:00;11:00:00;05:00:00;NA;NA;"bonite ; denti ; pelagique";NA;NA;NA;NA;NA;NA;"traine de surface ; leurre de surface ; rockfishing ; shad ; shore jigging";"Pagellus erythrinus";1;15;NA;NA;"IMG_8110.jpeg";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"en mer";NA;"PE";"7"
"505";"Stareso";32;NA;NA;2023-07-31;"2023";"07";"31";"NC";0;31;"0";"SO";"S";"0-10%";NA;42,84869;9,48563;"pe";20;2;06:00:00;11:10:00;11:00:00;05:00:00;NA;NA;"bonite ; denti ; pelagique";NA;NA;NA;NA;NA;NA;"traine de surface ; leurre de surface ; rockfishing ; shad ; shore jigging";"Coris julis";1;12;NA;NA;"IMG_8110.jpeg";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"en mer";NA;"PE";"7"
"506";"Stareso";32;NA;NA;2023-07-31;"2023";"07";"31";"NC";0;31;"0";"SO";"S";"0-10%";NA;42,84869;9,48563;"pe";20;2;06:00:00;11:10:00;11:00:00;05:00:00;NA;NA;"bonite ; denti ; pelagique";NA;NA;NA;NA;NA;NA;"traine de surface ; leurre de surface ; rockfishing ; shad ; shore jigging";"Boops boops";1;18;NA;NA;"IMG_8110.jpeg";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"en mer";NA;"PE";"7"
"507";"Stareso";32;NA;NA;2023-07-31;"2023";"07";"31";"NC";0;31;"0";"SO";"S";"0-10%";NA;42,84869;9,48563;"pe";20;2;06:00:00;11:10:00;11:00:00;05:00:00;NA;NA;"bonite ; denti ; pelagique";NA;NA;NA;NA;NA;NA;"traine de surface ; leurre de surface ; rockfishing ; shad ; shore jigging";"Serranus cabrilla";1;10;NA;NA;"IMG_8110.jpeg";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"en mer";NA;"PE";"7"
"508";"Stareso";33;NA;NA;2023-07-31;"2023";"07";"31";"NC";0;31;"0";"NE";"N";"0-10%";NA;43,00342;9,46856;"pe";12;3;10:00:00;12:00:00;12:00:00;02:00:00;NA;NA;"loup ; dorade ; sar";"cru";"crevette";NA;NA;NA;NA;"tenya ; jigging";"Diplodus sargus";1;25;NA;NA;"non";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"en mer";NA;"PE ; CSM";"2 ; 7 ; 60"
"509";"Stareso";34;NA;NA;2023-07-31;"2023";"07";"31";"NC";0;31;"0";"NE";"N";"0-10%";NA;42,24866;9,46865;"pe";20;1;15:20:00;15:45:00;20:00:00;04:40:00;NA;NA;"loup ; dorade ; denti";NA;NA;"pss";"serran";NA;NA;"sabiki";"Serranus sp.";2;10;NA;NA;"non";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"en mer";NA;"PE";"7"
"510";"Stareso";35;NA;NA;2023-07-31;"2023";"07";"31";"NC";0;31;"0";"N";"NO";"0-10%";NA;42,72462;9,46329;"pe";31;3;15:30:00;16:00:00;16:00:00;00:30:00;NA;NA;"dorade ; denti";"cru";"gambas";NA;NA;NA;NA;"ligne morte ; palangre ; palangrotte ; tenya";"0";0;0;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"en mer";NA;"PE ; CSM";"7 ; 8 ; 9"
"511";"Stareso";36;NA;NA;2023-08-01;"2023";"08";"01";"NC";0;30;"0";"S";"N";"0-10%";NA;42,71085;9,45529;"pdb";5;1;06:00:00;08:30:00;09:00:00;03:00:00;NA;NA;"roche ; sar ; oblade ; blanc";NA;NA;NA;NA;"pain au lait";NA;"pêche à la calée";"Sarpa salpa";2;13;NA;NA;"IMG_8136.jpeg";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"jetée";NA;"PDB";"9"
"512";"Stareso";36;NA;NA;2023-08-01;"2023";"08";"01";"NC";0;30;"0";"S";"N";"0-10%";NA;42,71085;9,45529;"pdb";5;1;06:00:00;08:30:00;09:00:00;03:00:00;NA;NA;"roche ; sar ; oblade ; blanc";NA;NA;NA;NA;"pain au lait";NA;"pêche à la calée";"Mugil sp.";1;15;NA;NA;"IMG_8136.jpeg";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"jetée";NA;"PDB";"9"
"513";"Stareso";36;NA;NA;2023-08-01;"2023";"08";"01";"NC";0;30;"0";"S";"N";"0-10%";NA;42,71085;9,45529;"pdb";5;1;06:00:00;08:30:00;09:00:00;03:00:00;NA;NA;"roche ; sar ; oblade ; blanc";NA;NA;NA;NA;"pain au lait";NA;"pêche à la calée";"Oblada melanura";5;18;NA;NA;"IMG_8136.jpeg";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"jetée";NA;"PDB";"9"
"514";"Stareso";37;NA;NA;2023-08-01;"2023";"08";"01";"NC";4;30;"4";"S";"N";"0-10%";NA;42,88915;9,48363;"pe";30;2;06:00:00;10:00:00;12:00:00;06:00:00;NA;NA;"loup ; dorade ; denti";NA;NA;"pss";"sar";NA;NA;"palangrotte ; canne ; jigging";"0";0;0;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"en mer";NA;"PE";"2 ; 3 ; 4 ; 7"
"515";"Stareso";38;NA;NA;2023-08-07;"2023";"08";"07";"NC";2;30;"0";"NO";"E";"0-10%";NA;42,67853;9,30222;"pdb";5;2;09:30:00;10:00:00;19:00:00;09:30:00;NA;NA;"roche ; blanc";NA;NA;NA;NA;"pain au lait";NA;"à soutenir du bord";"Diplodus annularis";1;13;NA;NA;"IMG_8261.jpeg";NA;NA;"Relaché";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"dans le port";NA;"PDB ; PE";"7 ; 59 ; 60"
"516";"Stareso";38;NA;NA;2023-08-07;"2023";"08";"07";"NC";2;30;"0";"NO";"E";"0-10%";NA;42,67853;9,30222;"pdb";5;2;09:30:00;10:00:00;19:00:00;09:30:00;NA;NA;"roche ; blanc";NA;NA;NA;NA;"pain au lait";NA;"à soutenir du bord";"Diplodus annularis";2;9;NA;NA;"IMG_8261.jpeg";NA;NA;"Relaché";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"dans le port";NA;"PDB ; PE";"7 ; 59 ; 60"
"517";"Stareso";38;NA;NA;2023-08-07;"2023";"08";"07";"NC";2;30;"0";"NO";"E";"0-10%";NA;42,67853;9,30222;"pdb";5;2;09:30:00;10:00:00;19:00:00;09:30:00;NA;NA;"roche ; blanc";NA;NA;NA;NA;"pain au lait";NA;"à soutenir du bord";"Diplodus vulgaris";1;13;NA;NA;"IMG_8261.jpeg";NA;NA;"Relaché";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"dans le port";NA;"PDB ; PE";"7 ; 59 ; 60"
"518";"Stareso";39;NA;NA;2023-08-07;"2023";"08";"07";"NC";2;30;"0";"NO";"O";"0-10%";NA;42,67957;9,29792;"pdb";3;1;08:30:00;10:20:00;12:00:00;03:30:00;NA;NA;"loup ; dorade";"mll ; cru";"crevette ; calamar";NA;NA;NA;NA;"à soutenir du bord";"0";0;0;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"dans le port";NA;"PDB ; PE";"2 ; 58 ; 59"
"519";"Stareso";40;NA;NA;2023-08-07;"2023";"08";"07";"NC";2;30;"1";"NO";"O";"0-10%";NA;42,67902;9,29841;"pdb";5;2;11:00:00;12:20:00;13:00:00;02:00:00;NA;NA;"roche";"cru";"crevette";NA;NA;NA;NA;"à soutenir du bord";"0";0;0;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"jetée";NA;"PDB";"59"
"520";"Stareso";41;NA;NA;2023-08-07;"2023";"08";"07";"NC";2;30;"0";"NO";"O";"0-10%";NA;42,67897;9,29878;"pdb";5;1;15:20:00;18:10:00;19:00:00;03:40:00;NA;NA;"roche ; blanc";NA;NA;"pss ; vers";"dure vert ; vif";"pain au lait";NA;"à soutenir du bord";"Diplodus annularis";3;10;NA;NA;"non";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"dans le port";NA;"PDB";"59"
"521";"Stareso";42;NA;NA;2023-08-07;"2023";"08";"07";"NC";2;27;"1";"S";"O";"0-10%";NA;42,6795;9,29795;"pdb";5;1;21:30:00;22:20:00;22:30:00;01:00:00;NA;NA;"dorade";"pss";"sardine";NA;NA;"pain au lait";NA;"à soutenir du bord";"0";0;0;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"jetée";NA;"PDB";"59"
"522";"Stareso";43;NA;NA;2023-08-07;"2023";"08";"07";"NC";2;27;"2";"S";"O";"0-10%";NA;42,67921;9,2986;"pdb";5;3;21:00:00;22:40:00;22:30:00;02:30:00;NA;NA;"loup, becune, tassergal";"mll ; cru";"couteau ; crevette ; crabe";"vers";"Dure vert";NA;NA;"à soutenir du bord ; leurre de surface ; shad ; jigging";"0";0;0;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"dans le port";NA;"PDB ; PE";"7 ; 8 ; 9 ; 59"
"523";"Stareso";44;NA;NA;2023-08-08;"2023";"08";"08";"NC";1;NA;"1";"N";"O";"0-10%";NA;42,76164;9,33938;"pdb";10;1;06:30:00;07:50:00;10:00:00;03:30:00;NA;NA;"roche ; blanc";NA;NA;"vers";"Dure vert";NA;NA;"pêche à la calée ; a soutenir du bord ; leurre de surface";"0";0;0;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"côte rocheuse";NA;"PDB";"60"
"524";"Stareso";45;NA;NA;2023-08-08;"2023";"08";"08";"NC";1;NA;"1";"NE";"O";"0-10%";NA;42,96508;9,34858;"pdb";10;1;08:30:00;09:55:00;12:00:00;03:30:00;NA;NA;"loup ; dorade ; denti";NA;NA;NA;NA;NA;NA;"à soutenir du bord ; leurre de surface ; shad";"0";0;0;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"côte rocheuse";NA;"PDB";"2"
"525";"Stareso";46;NA;NA;2023-08-08;"2023";"08";"08";"NC";1;28;"1";"NE";"O";"0-10%";NA;42,96696;9,35146;"csm";20;1;11:00:00;10:40:00;14:00:00;03:00:00;NA;NA;"sar ; mulet ; denti";NA;NA;NA;NA;NA;NA;"indienne ; chasse a trou";"0";0;0;NA;NA;"0";NA;NA;"Va se mettre à l'eau";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NA";NA;"PE ; CSM";"1 ; 2 ; 4 ; 6 ; 7"
"526";"Stareso";47;NA;NA;2023-08-08;"2023";"08";"08";"NC";1;28;"1";"NE";"O";"0-10%";NA;42,96694;9,35117;"csm";10;1;08:00:00;10:45:00;10:45:00;02:45:00;NA;NA;"sar ; rouget";NA;NA;NA;NA;NA;NA;"agachon ; coulée";"Boops boops";1;27;NA;NA;"IMG_8287.jpeg";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"débarquement";NA;"PE ; CSM";"2"
"527";"Stareso";48;NA;NA;2023-08-24;"2023";"08";"24";"NC";0;32;"0";"NE";"SE";"0-10%";NA;42,77426;9,47645;"pe";45;2;07:00:00;11:00:00;10:30:00;03:30:00;NA;NA;"roche";NA;NA;"vers";"Dure vert";NA;NA;"plombé ; hameçon";"Coris julis";1;20;NA;NA;"IMG_8670.HEIC";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"débarquement";NA;"PDB ; PE";"8"
"528";"Stareso";48;NA;NA;2023-08-24;"2023";"08";"24";"NC";0;32;"0";"NE";"SE";"0-10%";NA;42,77426;9,47645;"pe";45;2;07:00:00;11:00:00;10:30:00;03:30:00;NA;NA;"roche";NA;NA;"vers";"Dure vert";NA;NA;"plombé ; hameçon";"Coris julis";1;16;NA;NA;"IMG_8670.HEIC";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"débarquement";NA;"PDB ; PE";"8"
"529";"Stareso";48;NA;NA;2023-08-24;"2023";"08";"24";"NC";0;32;"0";"NE";"SE";"0-10%";NA;42,77426;9,47645;"pe";45;2;07:00:00;11:00:00;10:30:00;03:30:00;NA;NA;"roche";NA;NA;"vers";"Dure vert";NA;NA;"plombé ; hameçon";"Coris julis";1;17;NA;NA;"IMG_8670.HEIC";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"débarquement";NA;"PDB ; PE";"8"
"530";"Stareso";48;NA;NA;2023-08-24;"2023";"08";"24";"NC";0;32;"0";"NE";"SE";"0-10%";NA;42,77426;9,47645;"pe";45;2;07:00:00;11:00:00;10:30:00;03:30:00;NA;NA;"roche";NA;NA;"vers";"Dure vert";NA;NA;"plombé ; hameçon";"Pagellus erythrinus";3;21;NA;NA;"IMG_8671.HEIC";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"débarquement";NA;"PDB ; PE";"8"
"531";"Stareso";48;NA;NA;2023-08-24;"2023";"08";"24";"NC";0;32;"0";"NE";"SE";"0-10%";NA;42,77426;9,47645;"pe";45;2;07:00:00;11:00:00;10:30:00;03:30:00;NA;NA;"roche";NA;NA;"vers";"Dure vert";NA;NA;"plombé ; hameçon";"Pagellus erythrinus";1;16;NA;NA;"IMG_8671.HEIC";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"débarquement";NA;"PDB ; PE";"8"
"532";"Stareso";48;NA;NA;2023-08-24;"2023";"08";"24";"NC";0;32;"0";"NE";"SE";"0-10%";NA;42,77426;9,47645;"pe";45;2;07:00:00;11:00:00;10:30:00;03:30:00;NA;NA;"roche";NA;NA;"vers";"Dure vert";NA;NA;"plombé ; hameçon";"Pagellus erythrinus";1;18;NA;NA;"IMG_8671.HEIC";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"débarquement";NA;"PDB ; PE";"8"
"533";"Stareso";48;NA;NA;2023-08-24;"2023";"08";"24";"NC";0;32;"0";"NE";"SE";"0-10%";NA;42,77426;9,47645;"pe";45;2;07:00:00;11:00:00;10:30:00;03:30:00;NA;NA;"roche";NA;NA;"vers";"Dure vert";NA;NA;"plombé ; hameçon";"Pagellus erythrinus";1;19;NA;NA;"IMG_8671.HEIC";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"débarquement";NA;"PDB ; PE";"8"
